SIGLA;DESCRICAO;NIVEL ENSINO;CH HORA RELOGIO;CH HORA AULA;CH QTD CREDITOS;ATIVO;SIGLA QACADEMICO;OBSERVACAO
LIC.0784;Economia solidária, criativa e popular;Graduação;30;40;2;Sim;-;Curso 710
ESA.0048;Ecotoxicologia (60h);Graduação;60;80;4;Sim;-;-
TEC.0624;Edição de Vídeo;Graduação;60;80;4;Sim;TEC.NCT.UT.0095;Curso 412
TEC.0869;Edição de Vídeo;Graduação;30;40;2;Sim;TEC.NCT.UT.0074;-
TEC.0572;Educação à Distância: Fundamentos e Prática;Graduação;30;40;2;Sim;TEC.NFd.0024;Curso 01304
LIC.0086;Educação Ambiental;Graduação;30;40;2;Sim;LIC.602.0027;Curso 01602
LIC.0135;Educação Ambiental;Graduação;60;80;4;Sim;LIC.NDp.0010;Curso 01601
LIC.0304;Educação Ambiental;Graduação;60;80;4;Sim;LIC.106.0034;Curso 106
LIC.0400;Educação Ambiental;Graduação;30;40;2;Sim;-;Curso 603
TEC.0650;Educação Ambiental;Graduação;60;80;4;Sim;TEC.NCT.UB.0067;-
TEC.0863;Educação Ambiental;Graduação;30;40;2;Sim;TEC.NCT.UB.0075;-
LIC.0716;Educação Ambiental;Graduação;30;40;2;Sim;-;Curso 710
LIC.1001;Educação de Jovens e Adultos;Graduação;90;120;6;Sim;-;-
LIC.0016;Educação de Jovens e Adultos na Educação Profissional I;Graduação;30;40;3;Sim;-;Matriz 111
LIC.0825;Educação de Jovens e Adultos na Educação Profissional II;Graduação;15;20;1;Sim;-;Matriz 111
LIC.0961;Educação do Campo;Graduação;60;80;4;Sim;-;-
LIC.0925;Educação em Direitos Humanos;Graduação;30;40;2;Sim;-;-
LIC.1142;Educação em Direitos Humanos;Graduação;60;80;4;Sim;-;-
LIC.0992;Educação especial na perspectiva inclusiva;Graduação;60;80;4;Sim;-;-
LIC.0021;Educação Inclusiva;Graduação;30;40;2;Sim;-;Matriz 111
LIC.0068;Educação Inclusiva;Graduação;30;40;2;Sim;LIC.NDp.0005;NDP
LIC.0369;Educação Inclusiva;Graduação;60;80;4;Sim;-;-
LIC.0544;Educação Inclusiva;Graduação;60;80;4;Sim;FOR.L081;Curso 603X
LIC.0607;Educação Inclusiva;Graduação;45;60;3;Sim;FOR.L030;-
LIC.0706;Educação Inclusiva(45H);Graduação;45;60;3;Sim;SUP.200;-
TEC.0167;Educação Inclusiva e Diversidade (NCT);Graduação;30;40;2;Sim;TEC.NCT.UB.0049;-
LIC.0926;Educação para a Diversidade;Graduação;30;40;2;Sim;-;-
LIC.1138;Educação para a Diversidade;Graduação;60;80;4;Sim;-;-
LIC.0867;Educação para o Desenvolvimento Sustentável;Graduação;60;80;4;Sim;-;-
LIC.0652;Educação popular de jovens e adultos;Graduação;30;40;2;Sim;-;-
LIC.1118;Educação Popular no Contexto Campesino;Graduação;30;40;2;Sim;-;-
LIC.0991;Educação Profissional;Graduação;90;120;6;Sim;-;-
LIC.0715;Educação, Turismo e Sustentabilidade;Graduação;30;40;2;Sim;-;-
ENG.0073;Eficiência Energética;Graduação;30;40;2;Sim;-;-
CIV.0084;Eficiência Energética Em Edificações (30h);Graduação;30;40;2;Sim;-;-
LIC.0859;Elaboração de Material Didático em Geografia;Graduação;60;80;4;Sim;-;-
LIC.0024;Elaboração de Projeto de pesquisa e/ou de extensão;Graduação;30;40;3;Sim;-;-
TEC.1108;Elaboração e Análise de Projetos com Ênfase em Agroecologia;Graduação;30;40;2;Sim;-;-
TEC.0305;Elaboração e Gerenciamento de Projetos;Graduação;60;80;4;Sim;SUP.048;Curso 01436X
LIC.0594;Elementos da Matemática;Graduação;45;60;3;Sim;SUP.130;Curso 01430x
ENG.0041;Elementos de Eletrotécnica;Graduação;60;80;4;Sim;-;-
LIC.0147;Elementos de Física;Graduação;60;80;4;Sim;LIC.601.0005;Curso 601
LIC.0725;Elementos de Física(60H);Graduação;60;80;4;Sim;SUP.017;-
TEC.0528;Elementos de Máquinas;Graduação;30;40;2;Sim;-;06804
TEC.0632;Elementos de Semiologia;Graduação;30;40;2;Sim;TEC.NCT.UT.0069;Curso 420
CIV.0060;Elementos finitos (60h);Graduação;60;80;4;Sim;-;-
ENG.0035;Elementos Orgânicos de Máquinas;Graduação;90;120;6;Sim;-;-
TEC.0488;Eletricidade e Circuitos Elétricos(90H);Graduação;90;120;6;Sim;TEC.804.0002;Curso 06804
LIC.0444;Eletricidade e Eletrônica Analógica;Graduação;45;60;3;Sim;LIC.411.0004;Curso 05411
LIC.1030;Eletricidade e Eletrônica Analógica;Graduação;60;80;4;Sim;-;-
LIC.0684;Eletricidade e Eletrônica Analógica(45H);Graduação;45;60;3;Sim;SUP.227;-
CIV.0008;Eletromagnetismo (60h);Graduação;60;80;4;Sim;-;-
LIC.0158;Eletromagnetismo Básico;Graduação;90;120;6;Sim;LIC.601.0008;Curso 601
LIC.0728;Eletromagnetismo Básico(90H);Graduação;90;120;6;Sim;FOR.L007;-
LIC.0905;Eletromagnetismo Básico I;Graduação;60;80;4;Sim;-;-
LIC.1127;Eletromagnetismo Básico II;Graduação;60;80;4;Sim;-;-
LIC.0737;Eletromagnetismo Clássico(60H);Graduação;60;80;4;Sim;FOR.L011;-
LIC.0174;Eletromagnetismo Clássico I;Graduação;60;80;4;Sim;LIC.601.0016;Curso 601
LIC.0205;Eletromagnetismo Clássico II;Graduação;60;80;4;Sim;LIC.601.0033;Curso 601
TEC.0494;Eletrônica Analógica(60H);Graduação;60;80;4;Sim;TEC.804.0005;Curso 06804
LIC.0206;Eletrônica Básica para Física;Graduação;60;80;4;Sim;LIC.601.0045;Curso 601
TEC.0504;Eletrônica de Potência(60H);Graduação;60;80;4;Sim;TEC.804.0012;Curso 06804
ENG.0048;Eletrônica de Potência I;Graduação;60;80;4;Sim;-;-
ENG.0069;Eletrônica de Potência II;Graduação;60;80;4;Sim;-;-
LIC.0447;Eletrônica Digital;Graduação;60;80;4;Sim;LIC.411.0005;Curso 05411
TEC.0677;Eletrônica Digital;Graduação;60;80;4;Sim;TEC.806.0002;-
TEC.0503;Eletrônica Digital(60H);Graduação;60;80;4;Sim;TEC.804.0011;Curso 06804
LIC.0688;Eletrônica Digital(60H);Graduação;60;80;4;Sim;SUP.228;-
ENG.0128;Eletrotécnica;Graduação;60;80;4;Sim;-;-
ENG.0044;Eletrotécnica Aplicada;Graduação;90;120;6;Sim;-;-
CIV.0012;Eletrotécnica básica (60h);Graduação;60;80;4;Sim;-;-
TEC.0412;Embalagens(30H);Graduação;30;40;2;Sim;TEC.048.0030;Curso 03048
LIC.0430;Empreendedorismo;Graduação;60;80;4;Sim;LIC.NDp.0015;-
TEC.0772;Empreendedorismo;Graduação;30;40;2;Sim;TEC.NCT.UT.0013;.
TEC.0884;Empreendedorismo;Graduação;45;60;3;Sim;INF.S024;Curso 404X
TEC.0922;Empreendedorismo;Graduação;30;40;2;Sim;-;Curso 33
LIC.1005;Empreendedorismo;Graduação;30;40;2;Sim;-;-
TEC.1174;Empreendedorismo;Graduação;30;40;2;Sim;-;Marketing,
TEC.0961;Empreendedorismo e Plano de Negócios;Graduação;60;80;4;Sim;TEC.208.0016;Curso 208
TEC.0010;Empreendedorismo (NCT);Graduação;30;40;2;Sim;TEC.NCT.UB.0040;-
TEC.1159;Empreendedorismo, Plano de Negócios e Formalização de Empresas;Graduação;30;40;2;Sim;-;-
TEC.0841;Empreendimentos de Lazer;Graduação;30;40;2;Sim;TEC.505.0033;Curso 505
TEC.1182;Emprendedorismo;Graduação;30;40;2;Sim;-;-
TEC.0634;Encenação;Graduação;60;80;4;Sim;TEC.NCT.UT.0066;Curso 422
ENG.0076;Energia Eletroquímica;Graduação;30;40;2;Sim;-;-
LIC.0739;Energia e Meio Ambiente(45H);Graduação;45;60;3;Sim;FOR.L013;-
TEC.0483;Energia e Meio Ambiente(60H);Graduação;60;80;4;Sim;TEC.804.0001;Curso 06804
TEC.1076;Energia e Sociedade;Graduação;30;40;2;Sim;-;-
TEC.0509;Energia Solar Fotovoltaica(60H);Graduação;60;80;4;Sim;TEC.804.0017;Curso 06804
TEC.0498;Energia Solar Térmica(60H);Graduação;60;80;4;Sim;TEC.804.0009;Curso 06804
TEC.0773;Energias renováveis;Graduação;30;40;2;Sim;TEC.NCT.UT.0116;-
ENG.0145;Engenharia da Qualidade;Graduação;60;80;4;Sim;-;-
ENG.0153;Engenharia de Métodos;Graduação;60;80;4;Sim;-;-
ENG.0142;Engenharia de Processos;Graduação;30;40;2;Sim;-;-
TEC.0073;Engenharia de Requisitos (NCT);Graduação;60;80;4;Sim;TEC.NCT.UT.0017;Curso 404
LIC.0450;Engenharia de Software;Graduação;45;60;3;Sim;LIC.411.0008;Curso 05411
TEC.0693;Engenharia de Software;Graduação;30;40;2;Sim;TEC.806.0018;-
LIC.0692;Engenharia de Software;Graduação;60;80;4;Sim;SUP.230;-
CIV.0069;Engenharia de Tempos e Métodos (60h);Graduação;60;80;4;Sim;-;-
ENG.0085;Engenharia do Gás Natural;Graduação;60;80;4;Sim;-;-
ENG.0137;Engenharia Econômica;Graduação;60;80;4;Sim;-;-
ENG.0017;Engenharia Econômica;Graduação;30;40;2;Sim;-;-
CIV.0074;Ensaios de Materiais para Pavimentação (30h);Graduação;30;40;2;Sim;-;-
LIC.0948;Ensino da Variação Linguística do Espanhol;Graduação;30;40;2;Sim;-;-
LIC.0335;Ensino de Espanhol para Fins Específicos;Graduação;30;40;2;Sim;LIC.603.0028;Curso 603
LIC.0394;Ensino de Espanhol para Fins Específicos;Graduação;45;60;3;Sim;-;Curso 603
LIC.0545;Ensino de Espanhol para Fins Específicos;Graduação;80;106;5;Sim;FOR.L093;Curso 603X
LIC.0030;Epistemologia da Ciência;Graduação;30;40;2;Sim;LIC.NEp.0001;-
LIC.0597;Epistemologia da Ciência;Graduação;45;60;3;Sim;SUP.119;-
LIC.0611;Epistemologia da Ciência;Graduação;45;60;3;Sim;FOR.L021;-
TEC.0004;Epistemologia da Ciência (NCT);Graduação;30;40;2;Sim;TEC.NCT.UB.0018;Curso 404
LIC.0223;Epistemologia das Ciências(45H);Graduação;45;60;3;Sim;SLIC.NC.0001;Curso 09119
TEC.0493;Equações Diferenciais(60H);Graduação;60;80;4;Sim;TEC.NCT.UB.0033;Curso 06804
LIC.0732;Equações Diferenciais(60H);Graduação;60;80;4;Sim;FOR.L023;-
LIC.0910;Equações Diferenciais Ordinárias;Graduação;60;80;4;Sim;-;-
TEC.0458;Ergonomia(45H);Graduação;45;60;3;Sim;TEC.NCT.UT.0041;Curso 01102
TEC.0931;Ergonomia do Produto;Graduação;30;40;2;Sim;-;Curso 33
ENG.0135;Ergonomia do Trabalho;Graduação;60;80;4;Sim;-;-
TEC.0247;Espanhol;Graduação;60;80;4;Sim;FOR.S013;502.0
LIC.1024;Espanhol;Graduação;60;80;4;Sim;-;info
TEC.0130;Espanhol II (NCT);Graduação;60;80;4;Sim;TEC.NCT.UB.0023;-
TEC.0129;Espanhol I (NCT);Graduação;60;80;4;Sim;TEC.NCT.UB.0022;-
TEC.0774;Espanhol Instrumental;Graduação;30;40;2;Sim;TEC.NFd.0027;-
TEC.0450;Especificações e Orçamento(45H);Graduação;45;60;3;Sim;TEC.102.0014;Curso 01102
LIC.0520;Espectroscopia dos Compostos de Coordenação;Graduação;60;80;4;Sim;LIC.413.0023;Curso 413
TEC.0438;Estabilidade das Construções(60H);Graduação;60;80;4;Sim;TEC.102.0006;Curso 01102
TEC.0363;Estágio(200H);Graduação;200;266;2;Sim;SUP.ES.0002;-
TEC.0413;Estágio(300H);Graduação;300;400;2;Sim;SUP.ES.0005;Curso 03048
TEC.0288;Estágio(400H);Graduação;400;533;2;Sim;SUP.ES.0001;405x
TEC.0583;Estágio Curricular Supervisionado;Graduação;300;400;2;Sim;TEC.0069.0024;Curso 069
TEC.0657;Estágio Curricular Supervisionado;Graduação;200;266;2;Sim;TEC.412.0021;Curso 448
TEC.0725;Estágio Curricular Supervisionado;Graduação;300;400;2;Sim;TEC.809.0039;Curso 809
LIC.0644;Estágio Curricular Supervisionado;Graduação;400;533;2;Sim;-;-
LIC.0711;Estágio Curricular Supervisionado;Graduação;400;400;2;Sim;-;-
LIC.0747;Estágio Curricular Supervisionado;Graduação;400;400;2;Sim;-;.
FIC.0746;Estágio Curricular Supervisionado;Graduação;400;400;22;Sim;-;..
TEC.0520;Estágio curricular supervisionado(180H);Graduação;180;240;2;Sim;SUP.ES.0004;Curso 06804
LIC.0436;Estágio Curricular Supervisionado  (Estágio Docente) I;Graduação;100;133;2;Sim;LIC.411.0028;Curso 05411
LIC.0066;Estágio Curricular Supervisionado (Estágio Docente) I;Graduação;100;133;2;Sim;LIC.602.0036;Curso 01602
LIC.0279;Estágio Curricular Supervisionado (Estágio Docente) I;Graduação;100;133;2;Sim;LIC.106.0043;Curso 106
LIC.0675;Estágio Curricular Supervisionado (Estágio Docente) I;Graduação;100;133;2;Sim;-;Curso 710
LIC.0890;Estágio Curricular Supervisionado (Estágio Docente) I;Graduação;100;133;0;Sim;-;-
LIC.0027;Estágio Curricular Supervisionado: Estágio Docente I;Graduação;100;133;5;Sim;-;Matriz 111
LIC.0245;Estágio Curricular Supervisionado: Estágio Docente I(100H);Graduação;100;133;2;Sim;SLIC.NE.0018;Curso 09119
LIC.0074;Estágio Curricular Supervisionado (Estágio Docente) II;Graduação;100;133;2;Sim;LIC.602.0037;Curso 01602
LIC.0284;Estágio Curricular Supervisionado (Estágio Docente) II;Graduação;100;133;2;Sim;LIC.106.0044;Curso 106
LIC.0438;Estágio Curricular Supervisionado (Estágio Docente) II;Graduação;100;133;2;Sim;LIC.411.0029;Curso 05411
LIC.0676;Estágio Curricular Supervisionado (Estágio Docente) II;Graduação;100;133;2;Sim;-;Curso 710
LIC.0891;Estágio Curricular Supervisionado (Estágio Docente) II;Graduação;100;133;0;Sim;-;-
LIC.0028;Estágio Curricular Supervisionado: Estágio Docente II;Graduação;100;133;5;Sim;-;Matriz 133
LIC.0255;Estágio Curricular Supervisionado: Estágio Docente II(100H);Graduação;100;133;2;Sim;SLIC.NE.0019;Curso 09119
LIC.0083;Estágio Curricular Supervisionado (Estágio Docente) III;Graduação;100;133;2;Sim;LIC.602.0038;Curso 01602
LIC.0292;Estágio Curricular Supervisionado (Estágio Docente) III;Graduação;100;133;2;Sim;LIC.106.0045;Curso 106
LIC.0677;Estágio Curricular Supervisionado (Estágio Docente) III;Graduação;100;133;2;Sim;-;Curso 710
LIC.0892;Estágio Curricular Supervisionado (Estágio Docente) III;Graduação;100;133;0;Sim;-;-
LIC.0439;Estágio Curricular Supervisionado Estágio Docente) III;Graduação;100;133;2;Sim;LIC.411.0030;Curso 05411
LIC.0029;Estágio Curricular Supervisionado: Estágio Docente III;Graduação;100;133;5;Sim;-;Matriz 133
LIC.0088;Estágio Curricular Supervisionado (Estágio Docente) IV;Graduação;100;133;2;Sim;LIC.602.0039;Curso 01602
LIC.0299;Estágio Curricular Supervisionado (Estágio Docente) IV;Graduação;100;133;2;Sim;LIC.106.0046;Curso 106
LIC.0441;Estágio Curricular Supervisionado (Estágio Docente) IV;Graduação;100;133;2;Sim;LIC.411.0031;Curso 05411
LIC.0678;Estágio Curricular Supervisionado (Estágio Docente) IV;Graduação;100;133;2;Sim;-;Curso 710
LIC.0893;Estágio Curricular Supervisionado (Estágio Docente) IV;Graduação;100;133;0;Sim;-;.
TEC.0775;Estágio Curricular Supervisionado/Estágio Obrigatório  com Relatório Técnico);Graduação;300;400;2;Sim;TEC.014.0010;Curso 014
TEC.0979;Estágio Curricular Supervisionado (Estágio Técnico);Graduação;180;240;2;Sim;TEC.208.0034;Curso 208
TEC.0851;Estágio Curricular Supervisionado  (Estágio Técnico) I;Graduação;100;133;2;Sim;TEC.505.0043;Curso 505
TEC.0577;Estágio Curricular Supervisionado (Estágio Técnico) I;Graduação;100;133;2;Sim;TEC.304.0049;Curso 01304
TEC.0852;Estágio Curricular Supervisionado  (Estágio Técnico) II;Graduação;100;133;2;Sim;TEC.505.0044;Curso 505
TEC.0579;Estágio Curricular Supervisionado (Estágio Técnico) II;Graduação;100;133;2;Sim;TEC.304.0050;Curso 01304
LIC.0479;Estágio Curricular Supervisionado I;Graduação;100;133;2;Sim;LIC.413.0049;Curso 413
LIC.0480;Estágio Curricular Supervisionado II;Graduação;100;133;2;Sim;LIC.413.0040;-
LIC.0481;Estágio Curricular Supervisionado III;Graduação;100;133;2;Sim;LIC.413.0041;-
LIC.0482;Estágio Curricular Supervisionado IV;Graduação;100;133;2;Sim;LIC.413.0047;-
LIC.1154;Estágio Docente I;Graduação;100;133;2;Sim;-;-
LIC.1155;Estágio Docente II;Graduação;100;133;2;Sim;-;-
LIC.1156;Estágio Docente III;Graduação;100;133;2;Sim;-;-
LIC.1157;Estágio Docente IV;Graduação;100;133;2;Sim;-;-
LIC.0317;Estágio Docente Supervisionado I;Graduação;100;133;2;Sim;LIC.603.0056;Curso 603
LIC.0318;Estágio Docente Supervisionado II;Graduação;100;133;2;Sim;LIC.603.0057;Curso 603
LIC.0319;Estágio Docente Supervisionado III;Graduação;100;133;2;Sim;LIC.603.0058;Curso 603
LIC.0320;Estágio Docente Supervisionado IV;Graduação;100;133;2;Sim;LIC.603.0059;Curso 603
ENG.0166;Estágio Supervisionado;Graduação;160;213;10;Sim;-;-
TEC.0675;Estágio Supervisionado;Graduação;330;440;2;Sim;SUP.ES.0003;-
ENG.0062;Estágio Supervisionado;Graduação;160;213;2;Sim;-;-
CIV.0101;Estágio Supervisionado (160h);Graduação;160;213;2;Sim;-;-
ESA.0058;Estágio Supervisionado(160h);Graduação;160;213;2;Sim;-;-
LIC.0165;Estágio Supervisionado I;Graduação;100;133;2;Sim;LIC.601.0061;Curso 601
LIC.0996;Estágio Supervisionado I;Graduação;100;133;6;Sim;-;-
LIC.0115;Estágio Supervisionado I(100H);Graduação;100;133;2;Sim;LIC.430.0040;Curso 01430
LIC.0175;Estágio Supervisionado II;Graduação;100;133;2;Sim;LIC.601.0062;Curso 601
LIC.0997;Estágio Supervisionado II;Graduação;100;133;6;Sim;-;-
LIC.0121;Estágio Supervisionado II(100H);Graduação;100;133;2;Sim;LIC.430.0041;Curso 01430
LIC.0180;Estágio Supervisionado III;Graduação;100;133;2;Sim;LIC.601.0063;Curso 601
LIC.0998;Estágio Supervisionado III;Graduação;100;133;6;Sim;-;-
LIC.0127;Estágio Supervisionado III(100H);Graduação;100;133;2;Sim;LIC.430.0042;Curso 01430
LIC.0186;Estágio Supervisionado IV;Graduação;100;133;2;Sim;LIC.601.0064;Curso 601
LIC.0133;Estágio Supervisionado IV(100H);Graduação;100;133;2;Sim;LIC.430.0043;Curso 01430
LIC.1063;Estatísitica Aplicada à Biologia;Graduação;30;40;2;Sim;-;-
LIC.0427;Estatística;Graduação;45;60;3;Sim;LIC.NEp.0015;-
LIC.0602;Estatística;Graduação;45;60;3;Sim;DIA/CN.024;-
LIC.0620;Estatística;Graduação;60;80;4;Sim;FOR.S014;Curso 602x
TEC.0430;Estatística(30H);Graduação;30;40;2;Sim;TEC.NCT.UB.0015;Curso 01102
LIC.0122;Estatística(45H);Graduação;45;60;3;Sim;LIC.430.0013;Curso 01430
TEC.0387;Estatística(60H);Graduação;60;80;4;Sim;TEC.NCT.UB.0010;Curso 03048
TEC.0221;Estatística Aplicada;Graduação;60;80;4;Sim;DAGESC.016;502.0
TEC.0776;Estatística Aplicada;Graduação;60;80;4;Sim;TEC.NCT.UB.0083;-
ESA.0007;Estatística Aplicada (60h);Graduação;60;80;4;Sim;-;-
TEC.0524;Estatística Aplicada(60H);Graduação;60;80;4;Sim;TEC.NCT.UT.0032;Curso 06804
LIC.0267;Estatística Aplicada a Biologia;Graduação;30;40;2;Sim;LIC.106.0004;Curso 07106
LIC.0965;Estatística Aplicada à Biologia;Graduação;30;40;2;Sim;-;Curso 106
LIC.0047;Estatística aplicada a Geografia(30H);Graduação;30;40;2;Sim;LIC.602.0008;Curso 01602
TEC.0618;Estatística Aplicada ao Marketing;Graduação;60;80;4;Sim;TEC.NCT.UB.0101;-
TEC.0996;Estatística Aplicada ao Turismo;Graduação;30;40;2;Sim;TEC.NCT.0095;Curso 208
LIC.0506;Estatística Aplicada à Química;Graduação;30;40;2;Sim;LIC.413.0017;-
TEC.0115;Estatística Aplicada (Curso 502);Graduação;60;80;4;Sim;TEC.502.0017;-
LIC.0757;Estatística Básica;Graduação;30;40;2;Sim;-;Curso 710
LIC.0838;Estatística Básica;Graduação;30;40;2;Sim;-;Curso 01602
TEC.0328;Estatística Básica(60H);Graduação;60;80;4;Sim;TEC.NCT.UB.0068;Curso 05805
LIC.0911;Estatística e Probabilidade;Graduação;60;80;4;Sim;-;-
TEC.0337;Estatística Experimental(60H);Graduação;60;80;4;Sim;TEC.805.0008;Curso 05805
ENG.0016;Estatística para Engenharia;Graduação;60;80;4;Sim;-;Curso  209
ENG.0151;Estatística para Engenharia;Graduação;90;120;6;Sim;-;-
LIC.0689;Estatítica(45H);Graduação;45;60;3;Sim;SUP.248;-
ENG.0144;Estratégia;Graduação;60;80;4;Sim;-;-
TEC.0210;Estratégia Empresarial;Graduação;80;106;5;Sim;DAGESC.005;502.0
TEC.0721;Estratégia Empresarial;Graduação;60;80;4;Sim;TEC.809.0002;Curso 809
TEC.0108;Estratégia Empresarial (Curso 502);Graduação;60;80;4;Sim;TEC.502.0010;-
ESA.0039;Estratégias de Sustentabilidade para Organizações Produtivas (60h);Graduação;60;80;4;Sim;-;-
LIC.0741;Estrutura da Matéria(60H);Graduação;60;80;4;Sim;FOR.L015;-
LIC.0181;Estrutura da Matéria I;Graduação;60;80;4;Sim;LIC.601.0019;Curso 601
LIC.0207;Estrutura da Matéria II;Graduação;60;80;4;Sim;LIC.601.0034;Curso 601
TEC.0449;Estrutura de Concreto Armado(60H);Graduação;60;80;4;Sim;TEC.102.0013;Curso 01102
TEC.0885;Estrutura de Dados;Graduação;60;80;4;Sim;INF.S012;Curso 404X
LIC.0691;Estrutura de Dados(60H);Graduação;60;80;4;Sim;SUP.231;-
TEC.0020;Estrutura de Dados Lineares (Curso 404);Graduação;60;80;4;Sim;TEC.404.0008;Curso 404
TEC.0027;Estrutura de Dados Não-Lineares (Curso 404);Graduação;60;80;4;Sim;TEC.404.0012;Curso 404
ENG.0146;Estrutura e Análise de Custos;Graduação;60;80;4;Sim;-;-
CIV.0038;Estruturas de Concreto Armado I (60h);Graduação;60;80;4;Sim;-;-
CIV.0041;Estruturas de Concreto Armado II (60h);Graduação;60;80;4;Sim;-;-
TEC.0460;Estruturas de Contenção(45H);Graduação;45;60;3;Sim;TEC.102.0017;Curso 01102
CIV.0039;Estruturas de Contenção (60h);Graduação;60;80;4;Sim;-;-
LIC.0448;Estruturas de Dados;Graduação;60;80;4;Sim;LIC.411.0007;Curso 05411
TEC.0682;Estruturas de Dados;Graduação;60;80;4;Sim;TEC.806.0007;-
CIV.0035;Estruturas de Fundações (60h);Graduação;60;80;4;Sim;-;-
ENG.0097;Estruturas Metálicas;Graduação;45;60;3;Sim;-;-
CIV.0047;Estruturas Metálicas e de Madeira (60h);Graduação;60;80;4;Sim;-;-
TEC.1131;Estudo da Cor;Graduação;30;40;2;Sim;-;-
CIV.0075;Estudo de Dosagens Asfálticas (30h);Graduação;30;40;2;Sim;-;-
TEC.1130;Estudo de Tendências;Graduação;30;40;2;Sim;-;-
ESA.0025;Estudos de Impacto Ambiental (60h);Graduação;60;80;4;Sim;-;-
TEC.0631;Estudos de Literatura Brasileira;Graduação;30;40;2;Sim;TEC.NCT.UT.0070;-
TEC.0441;Estudos de Tempos e Métodos(45H);Graduação;45;60;3;Sim;TEC.102.0009;Curso 01102
TEC.0290;Estudos Organizacionais Contemporâneos;Graduação;60;80;4;Sim;SUP.002;Curso 01436X
TEC.0043;Estudos Organizacionais (NCT);Graduação;60;80;4;Sim;TEC.NCT.UT.0044;-
LIC.0777;Ética, cidadania e diversidade;Graduação;30;40;2;Sim;-;Curso 710
LIC.1018;Ética, Computador e Sociedade;Graduação;30;40;2;Sim;-;-
LIC.0927;Ética da Docência;Graduação;60;80;4;Sim;-;-
TEC.0620;Ética e Antropologia Filosófica;Graduação;30;40;2;Sim;TEC.NCT.UB.0103;-
TEC.0375;Ética e Cidadania(30H);Graduação;30;40;2;Sim;TEC.NCT.UT.0001;-
LIC.1095;Ética e Filosofia Política;Graduação;30;40;2;Sim;-;-
TEC.0157;Ética e Legislação em Informática (NCT);Graduação;30;40;2;Sim;TEC.405.0009;-
LIC.1141;Ética na Docência;Graduação;30;40;2;Sim;-;-
TEC.0304;Ética no Serviço Público;Graduação;45;60;3;Sim;SUP.047;Curso 01436X
ESA.0043;Ética no Serviço Público (30h);Graduação;30;40;2;Sim;-;-
TEC.0044;Ética no Serviço Público (NCT);Graduação;30;40;2;Sim;TEC.NCT.UT.0045;-
TEC.0228;Ética Profissional;Graduação;40;53;2;Sim;DAGESC.023;502.0
TEC.0482;Ética Profissional e Legislação Ambiental(60H);Graduação;60;80;4;Sim;TEC.NCT.UT.0031;Curso 06804
TEC.1165;Etiqueta e Relações Interpessoais;Graduação;60;80;4;Sim;-;-
LIC.0786;Etnologia brasileira;Graduação;30;40;2;Sim;-;Curso 710
LIC.0760;Etnomatemática e Modelagem;Graduação;60;80;4;Sim;-;Curso 710
LIC.0295;Evolução Biológica;Graduação;45;60;3;Sim;LIC.106.0016;Curso 106
LIC.0187;Evolução das Ideias da Física;Graduação;30;40;2;Sim;LIC.601.0022;Curso 601
LIC.0742;Evolução das Idéias da Física(45H);Graduação;45;60;3;Sim;FOR.L017;-
TEC.0726;Extensão;Graduação;300;400;2;Sim;TEC.809.0038;Curso 809
LIC.1084;Fenomenologia da Educação;Graduação;30;40;2;Sim;-;-
TEC.0777;Fenômenos de Transporte;Graduação;90;120;6;Sim;TEC.NCT.UT.0101;-
CIV.0011;Fenômenos de Transporte (90h);Graduação;90;120;6;Sim;-;-
TEC.1187;Fenômenos de Transporte I;Graduação;60;80;4;Sim;-;-
TEC.1188;Fenômenos de Transporte II;Graduação;60;80;4;Sim;-;-
ESA.0009;Fenômenos dos Transportes (60h);Graduação;60;80;4;Sim;-;-
TEC.1178;Ferramentas aplicadas ao Marketing Digital;Graduação;30;40;2;Sim;-;-
TEC.0147;Ferramentas CAD (NCT);Graduação;30;40;2;Sim;TEC.405.0010;-
TEC.1226;Ferramentas de Gestão Ambiental;Graduação;60;80;4;Sim;-;-
TEC.0269;Ferramentas para Projetos de Redes(60H);Graduação;60;80;4;Sim;INF.S072;405x
TEC.0344;Fertilidade do Solo e Nutrição de Plantas(60H);Graduação;60;80;4;Sim;TEC.805.0016;Curso 05805
TEC.0812;Festa e Ludicidade;Graduação;60;80;4;Sim;TEC.505.0003;Curso 505
LIC.0416;Filologia Hispânica;Graduação;60;80;4;Sim;-;Curso 603
LIC.0403;Filologia Românica;Graduação;60;80;4;Sim;-;Curso 603
TEC.0712;Filosofia;Graduação;30;40;2;Sim;TEC.NCT.UT.0079;-
TEC.0727;Filosofia Ciência e Tecnologia;Graduação;30;40;2;Sim;TEC.NCT.UB.0073;-
TEC.0330;Filosofia, Ciência e Tecnologia;Graduação;30;40;2;Sim;TEC.NCT.UT.0027;-
TEC.0916;Filosofia da Arte e Estética;Graduação;30;40;2;Sim;-;Curso 33
LIC.0477;Filosofia da Ciência;Graduação;30;40;2;Sim;LIC.NEp.0041;-
LIC.0928;Filosofia da Educação;Graduação;60;80;4;Sim;-;-
LIC.1092;Filosofia da Educação do Campo;Graduação;30;40;2;Sim;-;-
LIC.0336;Filosofia da Linguagem;Graduação;60;80;4;Sim;LIC.Nep.0045;-
